SITE_ACCOUNT_NUMBER,ACCOUNT_STATUS,FIRST_COMMUNICATION_DATE,UPGRADE_DATE,SERVICE_ PLAN,MODEL,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,COMPANY_SOURCE_NAME,FIRST_NAME,LAST_NAME,ADDRESS,CITY,STATE,ZIPCODE,EMAIL_ADDRESS,FEEDBACK,SATELLITE,SITE_TYPE_DESC,WARRANTY_NAME,MOST_RECENT_SALES_CHANNEL,GENDER,DATE_OF_BIRTH,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER
AMR-46584553,Active,12/19/2001,10/12/2004,Home,DW4020,Sales Agents,Indirect,RS&I,HNS Customers,Jamesa,Hilgers,15448 EL CAMINO REALPO 7193,FAIRPLAY, CO,80440,hilgersj@hilgersortho.com,BAD,SM5-VER-5K,Broadband Remote,,Retail       ,2,.,.,,0,,
AMR-46585775,Active,2/20/2002,3/15/2004,Power150,HN9000,,Indirect,AmericanSat,HNS Customers,Donalda,Hauber,964 DIGGINS RD HIGHWAY 0 0,FESTUS, MO,63028,Donald.Hauber@sipnsearch.com,,HZN2-VER-4K,Broadband Remote,0,Retail       ,1,15-8-1946,66,0,1,0,Y
AMR-46590094,Active,3/28/2002,8/9/2004,Power150,DW6000,,Direct,RS&I,HNS Customers,LAURIE,Langstraat,4422 VALLEY 1178 NW 0 0,MODOC, IN,47358,LAURIE.Langstraat@hotmail.com,GOOD,SM5-VER-15K,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,Direct,1,6-2-1967,45,0,0,0,N
AMR-46591615,Active,5/31/2001,5/22/2004,Basic_Ltd,HN7000S,Vars,Indirect,TAG,HNS Customers,David,Fountain,76536 FIELDVIEW RD 0 0 0,NEWBERG, OR,97132,David.Fountain@yahoo.com,,SPACEWAY3,Spaceway,0,Direct,2,26-10-1987,25,3,1,1,N
AMR-46592082,Active,1/21/2002,1/22/2005,Basic,,Web orders,Indirect,InfoDish,HNS Customers,Daniel,Laufenberg,1000 HIGHWAY AVE. 2 0 0,DILLON, MT,59725,Daniel.Laufenberg@gmail.com,BAD,SM5-VER-1K,Spaceway,0,Retail       ,2,7-6-1977,35,6,0,,N
AMR-46597322,Active,2/19/2002,9/29/2005,Pro,,Sales Agents,Indirect,TAG,HNS Customers,Dana,Wilson,31734 N RD 181 0 0,JACKSONVILLE, AR,72076,Dan.Wilson@hotmail.com,,HZN-HOR-8K,Broadband Remote,0,Direct,1,3-5-1954,58,6,0,0,N
AMR-46602910,Active,1/2/2002,2/15/2004,Basic,HN9000,Web orders,Indirect,NCC,HNS Customers,Jinronga,Pollauf,2746 JETER RD E 0 0,MOUNT AIRY, MD,21771,Jinrong.Pollauf@aol.com,,SM5-VER-5K,Broadband Remote,0,Dealer-Generated Sale,2,16-3-1979,33,7,2,0,N
AMR-46605202,Active,12/16/2001,10/20/2005,Home,DW4020,Call Center,Indirect,TAG,HNS Customers,Garya,MOORE,216 N GRADE 0 0 0,BOALSBURG, PA,16827,Gary.MOORE@aol.com,GOOD,SM5-VER-1K,Broadband Remote,0,DPC Classic upgrade,2,11-9-1968,44,0,0,,
AMR-46607572,Active,7/15/2001,5/26/2003,,HN7000S,,Direct,Hughes Web Order,HNS Customers,KATHLEEN,Herbst,15107 ANGELA PATRIOT 0 0 0,ENUMCLAW, WA,98022,KATHLEEN.Herbst@hughes.net,BAD,SPACEWAY3,Broadband Remote,0,Retail       ,1,8-8-1938,74,9,0,,Y
AMR-46608437,Active,3/11/2002,5/27/2005,Basic,HN7000S,Vars,Direct,Best Buy,HNS Customers,Airevaclifa,Shaw,RR MORRISON DR ROAD 0 0,STOCKTON, CA,95219,Airevaclif.Shaw@compuserve.com,GOOD,SPACEWAY3,Broadband Remote,0,DPC Classic upgrade,2,20-11-1971,41,6,1,0,N
AMR-46617710,Active,2/20/2002,1/1/2005,Power150,DW7000,Retail/others,Direct,,HNS Customers,Ruth,Cook,4873 BOX RD 0 0 0,AKRON, CO,80720,Ruth.Cook@wexzone.com,BAD,SM6-HOR-12K,Broadband Remote,0,Dealer-Generated Sale,1,12-3-1959,53,1,0,0,N
AMR-46623665,Active,1/25/2002,2/5/2005,Elite,DW4000,,Indirect,TAG,HNS Customers,Pascal,Anderson,6600 W VARELA 0 0 0,JACKSON, MS,39209,Pascal.Anderson@yahoo.com,GOOD,G3C-VER-9K,Spaceway,0,DPC Classic upgrade,,13-4-1974,38,6,0,0,
AMR-46630052,Active,7/30/2003,3/23/2006,Basic,HN7000S,,Indirect,Verisign Web Ordering,HNS Customers,Roy,Sjoberg,659 E SHOREVIEW LN,PACIFIC, MO,63069,frviperrt@aol.com,GOOD,SM5-VER-1K,Broadband Remote,,Classic Migration,,19-8-1940,72,A,1,0,Y
AMR-46632657,Active,1/24/2002,2/20/2005,Pro,DW7000,Call Center,Indirect,LiveBridge Communications LLC,HNS Customers,John,Blair,1317 443 3266 1189 0 0,BARK RIVER, MI,49807,John.Blair@compuserve.com,BAD,SPACEWAY3,Broadband Remote,0,HN7000 Upgrade,2,13-10-1986,26,0,1,0,N
AMR-46636368,Active,4/19/2002,8/7/2005,,HN9000,,Indirect,AmericanSat,HNS Customers,Frank,Derby,5404 FROG ROAD RD 0 0,BELZONI, MS,39038,Frank.Derby@hotmail.com,GOOD,G17-HOR-2K,Broadband Remote,0,Direct,1,2-12-1970,42,D,0,0,N
AMR-46636863,Active,11/16/2001,3/5/2005,Elite,HN7000S,,Direct,AmericanSat,HNS Customers,Kena,Krakow,2620 SANDIFER MARSHALL 0 0 0,LOGAN, IA,51546,Ken.Krakow@yahoo.com,GOOD,SM5-HOR-6K,Broadband Remote,0,DW6000 Upgrade,1,9-12-1984,28,7,1,1,N
AMR-46638984,Active,11/18/2001,6/21/2005,Proplus,UNK,Call Center,Indirect,Hughes Web Order,HNS Customers,Jim,Hays,5704 MILL MORRO 0 0 0,FRED, TX,77616,Jim.Hays@yahoo.com,BAD,0,Broadband Remote,0,HN7000 Upgrade,1,27-12-1958,54,A,0,0,N
AMR-46647147,Active,11/26/2001,2/29/2004,Home,HN7000S,Call Center,Indirect,Perfect 10,HNS Customers,Joselitoa,Darnell,6303 BLUE 240 41 0 0,HOLLISTER, CA,95023,Joselito.Darnell@rossaweb.net,GOOD,SM5-VER-15K,Spaceway,0,Dealer-Generated Sale,2,4-8-1976,36,D,,0,
AMR-46647949,Active,7/25/2003,12/12/2006,Basic_Ltd,HN9000,Sales Agents,Indirect,NCC,HNS Customers,J,Christian,4113 ISLAND ROAD 0 0 0,WINONA, TX,75792,J.Christian@sipnsearch.com,GOOD,G17-HOR-6K,Spaceway,0,National Sales,2,20-4-1976,36,A,1,0,Y
AMR-46649662,Active,11/12/2001,7/22/2005,Basic_Ltd,HN7000S,Vars,Indirect,LiveBridge Communications LLC,HNS Customers,Tima,Asner,32323 FULSHEAR ROAD 0 0 0,CARMEL, NY,10512,Tim.Asner@yahoo.com,,,Broadband Remote,0,Retail       ,2,25-8-1984,28,6,0,0,N
AMR-46655432,Active,9/27/2001,4/5/2003,Proplus,DW7000,,Direct,Verisign Web Ordering,HNS Customers,Richarda,Eggers,PO FULSHEAR PKWY 0 0 0,THURMONT, MD,21788,Richard.Eggers@rossaweb.net,GOOD,SPACEWAY3,Broadband Remote,0,HN7000 Upgrade,1,23-9-1975,37,7,1,1,
AMR-46660247,Active,6/16/2001,8/31/2003,Power150,UNK,Vars,Indirect,TAG,HNS Customers,Javiera,Whitaker,PO DIETRICH BRANCH 0 0 0,BESSEMER, AL,35023,Javier.Whitaker@yahoo.com,GOOD,SM5-VER-7K,Broadband Remote,0,Dealer-Generated Sale,1,5-2-1954,58,0,0,0,N
AMR-46671755,Active,1/30/2002,9/14/2003,Power150,DW4020,,Indirect,UNKNOWN,HNS Customers,Harry,Kenney,1735 ANGELA ST # 1,PURCELLVILLE, VA,20132,hckenney@hughes.net,GOOD,G17-HOR-6K,Broadband Remote,,Dealer-Generated Sale,,.,.,3,0,0,N
AMR-46674549,Active,1/28/2002,1/10/2006,Home,HN7000S,Web orders,Indirect,AmericanSat,HNS Customers,Dennisa,Stanley,2014 N RD HWY 0 0,NORMAN, OK,73071,Dennis.Stanley@sipnsearch.com,GOOD,SM5-VER-1K,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,Direct,2,28-3-1986,26,0,1,0,N
AMR-46676308,Active,4/6/2002,12/16/2004,Power150,DW6000,Vars,Indirect,,HNS Customers,Mark,Domenico,15678 E 18TH AVE,QUEMADO, TX,78877,artfiles@hughes.net,BAD,SM5-HOR-14K,Broadband Remote,,DW6000 Upgrade,1,25-1-1958,54,2,0,0,N
AMR-46676772,Active,12/17/2001,8/16/2003,Proplus,HN7000S,Vars,Indirect,Best Buy,HNS Customers,George,Modisette,7725 HIGHWAY 62 N,NEWKIRK, OK,74647,gw_m@hotmail.com,,SM5-HOR-6K,Broadband Remote,,Retail,2,21-5-1966,46,9,1,1,N
AMR-46685874,Active,1/20/2002,11/29/2003,Proplus,HN7000S,Web orders,Direct,Best Buy,HNS Customers,Tim,Walters,PO N LN 0 0 0,PARK CITY, MT,59063,Tim.Walters@geeksquad.com,GOOD,SPACEWAY3,Broadband Remote,0,HN7000 Upgrade,1,21-1-1956,56,0,0,0,N
AMR-46687293,Active,3/28/2002,7/11/2005,Power150,HN7000S,,Indirect,TAG,HNS Customers,PAULKUSKAa,Valone,1165 PLEASANT LAKEVIEW RD 0 0,MARSHALL, VA,20115,PAULKUSKA.Valone@gmail.com,GOOD,AM9-VER-2K ,Broadband Remote,EXPRESS REPAIR BUSINESS WITH TERM,Retail       ,1,28-5-1971,41,5,1,1,
AMR-46688779,Active,7/27/2001,4/6/2005,Pro,UNK,,Indirect,TAG,HNS Customers,Davida,WHITEHEAD JR,1372 BOX 837 RD 0 0,MANCHESTER, MI,48158,David.WHITEHEAD JR@hughes.net,GOOD,G16-VER-1K,Broadband Remote,0,Dial Return Upgrade,1,12-8-1948,64,0,0,0,N
AMR-46693004,Active,10/24/2001,10/1/2005,Elite,HN7000S,Sales Agents,Indirect,InfoDish,HNS Customers,Cheryl,COTTER,1595 STAYTON ROAD RD 0 0,DASSEL, MN,55325,Cheryl.COTTER@yahoo.com,BAD,0,Broadband Remote,0,HN7000 Upgrade,2,3-12-1984,28,B,0,0,N
AMR-46694232,Active,1/23/2002,11/1/2005,Proplus,HN7000S,Vars,Indirect,Perfect 10,HNS Customers,Reid,Boehm,14514 POST 34 MOUNTAIN 0 0,PARKER, CO,80134,Reid.Boehm@aol.com,GOOD,0,Broadband Remote,0,Retail       ,1,23-7-1984,28,0,0,,N
AMR-46695190,Active,2/22/2002,8/22/2004,Elite,HN7000S,Web orders,Indirect,Verisign Web Ordering,HNS Customers,Richard,Christensen,47018 AUTUMN ROMEO RD 0 0,AVELLA, PA,15312,Richard.Christensen@rossaweb.net,GOOD,0,Broadband Remote,0,Retail       ,1,1-10-1985,27,6,1,0,N
AMR-46695940,Active,2/10/2002,12/17/2004,Home,DW4000,Call Center,Indirect,Perfect 10,HNS Customers,Michael,Blake,16468 BABBS HIGHWAY 0 0 0,CLEVELAND, TN,37323,Michael.Blake@aol.com,GOOD,AM6-HOR-21K,Broadband Remote,0,HN9000 Upgrade,1,10-4-1978,34,5,0,0,N
AMR-46696655,Active,3/5/2002,4/26/2004,Home,HN7000S,,Indirect,UNKNOWN,HNS Customers,Tim,Winston,47 SANDIFER RD RD 0 0,CHARLESTON, AR,72933,Tim.Winston@wexzone.com,GOOD,G16-VER-15K,Broadband Remote,0,HN7000 Upgrade,1,9-9-1982,30,7,1,0,N
AMR-46696759,Active,3/7/2002,4/2/2004,Basic_Ltd,DW4020,Retail/others,Indirect,AmericanSat,HNS Customers,Sally,Fullmer,849 S MCCLELLAND RD,MURRIETA, CA,92562,sfullmer@hughes.net,GOOD,SM5-VER-5K,Broadband Remote,,National Sales,,19-5-1976,36,3,0,0,N
AMR-46697337,Active,9/13/2001,10/16/2005,Pro,HN7000S,Vars,Indirect,ACS Pre-Install,HNS Customers,Pascal,Bruner,50594 19 RD 0 0 0,ROBERTS, MT,59070,Pascal.Bruner@gmail.com,BAD,SPACEWAY3,Spaceway,0,DW6000 Upgrade,2,3-3-1954,58,0,1,1,N
AMR-46698175,Active,4/2/2002,4/18/2005,Home,,Web orders,Indirect,Hughes Web Order,HNS Customers,Ken,Gaske,4889 BONER RD 0 0 0,HENDERSON, MD,21640,Ken.Gaske@wexzone.com,BAD,SPACEWAY3,Broadband Remote,0,Dial Return Upgrade,1,24-9-1971,41,6,1,0,N
AMR-46702777,Active,6/14/2001,9/25/2003,Home,DW6000,,Indirect,RS&I,HNS Customers,Scotta,Musser,849 HALE RD 0 0 0,HEALDSBURG, CA,95448,Scott.Musser@aol.com,BAD,0,Broadband Remote,0,Direct,1,15-3-1979,33,0,,0,
AMR-46704926,Active,4/18/2002,4/5/2005,Power150,HN7000S,Call Center,Indirect,Best Buy,HNS Customers,Scotta,Mccoy,27448 SE BEND 0 S 0,INVERNESS, FL,34453,Scott.Mccoy@hughes.net,GOOD,SM5-VER-5K,Broadband Remote,0,DW6000 Upgrade,1,23-8-1959,53,6,0,,N
AMR-46706938,Active,4/5/2002,9/16/2004,,HN9000,,Indirect,NCC,HNS Customers,Patrick,Wade,17996 BOX RD 722 0 0,LEBANON, MO,65536,Patrick.Wade@yahoo.com,GOOD,SPACEWAY3,Broadband Remote,0,DPC Classic upgrade,,27-2-1958,54,9,0,,
AMR-46709181,Active,3/14/2002,2/25/2006,Home,DW6000,Vars,Indirect,,HNS Customers,Andya,Meinhardt,10895 REDTAIL FARM RD 0 0,ORLANDO, FL,32824,Andy.Meinhardt@wexzone.com,GOOD,G17-HOR-2K,Broadband Remote,0,DW6000 Upgrade,,7-5-1977,35,6,0,0,N
AMR-46713445,Active,4/9/2002,2/21/2006,Home,DW6000,Retail/others,Direct,,HNS Customers,AUSTIN,Cuzalina,1735 IVY FRIENDLY 0 0 0,HAGERSTOWN, MD,21740,AUSTIN.Cuzalina@hotmail.com,BAD,SM5-HOR-6K,Broadband Remote,0,Direct,1,27-6-1989,23,8,0,0,N
AMR-46715725,Active,5/29/2003,10/30/2005,Basic,HN7000S,Vars,Indirect,InfoDish,HNS Customers,Anna,Musser,152 STATE HOLLOW 108 0 0,WICKENBURG, AZ,85390,Ann.Musser@hughes.net,BAD,G17-HOR-2K,Broadband Remote,0,DW7000 Upgrade,1,24-11-1956,56,6,1,0,N
AMR-46718101,Active,1/26/2002,1/24/2004,,DW4000,Retail/others,Direct,Perfect 10,HNS Customers,Suzanea,Wicker,5615 BIRDS ROAD 19-7 0 0,QUEMADO, TX,78877,Suzane.Wicker@yahoo.com,,SM5-VER-1K,Broadband Remote,0,DW6000 Upgrade,1,23-5-1974,38,6,1,0,Y
AMR-46719864,Active,8/4/2001,10/24/2003,Power150,,Retail/others,Indirect,UNKNOWN,HNS Customers,Ron,Marshall,20802 COUNTY LN 0 0 0,JOSHUA, TX,76058,Ron.Marshall@geeksquad.com,GOOD,0,Spaceway,0,HN7000 Upgrade,1,19-2-1953,59,7,0,0,
AMR-46722455,Active,7/3/2003,1/7/2006,Basic,HN7000S,Sales Agents,Indirect,MiniDish,HNS Customers,Matta,Hayes,2805 HIGH RD 0 0 0,PHOENIX, AZ,85004,Matt.Hayes@rossaweb.net,,,Broadband Remote,0,HN9000 Upgrade,2,5-9-1969,43,2,0,0,
AMR-46726278,Active,12/22/2001,1/14/2006,,HN7000S,,Indirect,Perfect 10,HNS Customers,Robina,Anderson,30517 LARKIN RD RD 0 0,KINGSBURG, CA,93631,Robin.Anderson@compuserve.com,GOOD,SM5-VER-5K,Broadband Remote,0,National Sales,2,28-5-1985,27,9,1,0,N
AMR-46731744,Active,6/19/2001,7/21/2004,Elite,UNK,Web orders,Indirect,ACS Pre-Install,HNS Customers,Brenta,BUTLER,1316 NE RD AVENUE 0 0,CALEXICO, CA,92231,Brent.BUTLER@wexzone.com,,G17-HOR-6K,Broadband Remote,0,DW6000 Upgrade,2,23-7-1954,58,3,1,1,N
AMR-46732705,Active,7/14/2001,2/6/2004,Pro,HN9000,Retail/others,Indirect,Hughes Web Order,HNS Customers,Rogera,Chester,30 BROOKS RD LN 0 0,INDIANAPOLIS, IN,46239,Roger.Chester@compuserve.com,BAD,AM9-VER-2K ,Broadband Remote,0,Retail       ,2,19-1-1985,27,0,1,1,
AMR-46734973,Active,2/3/2002,9/24/2005,Pro,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Gregorya,Bishop,3456 CR470 DR 0 0 0,GUNNISON, CO,81230,Gregory.Bishop@geeksquad.com,BAD,0,Broadband Remote,0,DPC Classic upgrade,2,10-1-1968,44,4,1,0,
AMR-46738129,Active,2/2/2002,12/12/2005,Proplus,,Sales Agents,Indirect,ACS Pre-Install,HNS Customers,Yancey,Pent,759 GARBUTT 8098 RD 0 0,ASPEN, CO,81612,Yancey.Pent@gmail.com,BAD,SM6-HOR-13K,Broadband Remote,0,Dealer-Generated Sale,1,24-7-1952,60,5,1,0,
AMR-46741516,Active,10/22/2001,8/16/2004,Pro,UNK,Retail/others,Indirect,RS&I,HNS Customers,Stanley,Dougherty,92 MCKAY 304 0 0 0,EVANSVILLE, IN,47720,Stanley.Dougherty@aol.com,GOOD,SM5-VER-5K,Broadband Remote,0,Dealer-Generated Sale,1,6-10-1951,61,0,0,0,
AMR-46742303,Active,8/10/2001,12/30/2002,Proplus,HN7000S,Call Center,Indirect,MiniDish,HNS Customers,William,Davis,615 STATE DR 0 VALLEY 0,BOMBAY, NY,12914,William.Davis@gmail.com,,SM5-VER-1K,Broadband Remote,0,Classic Migration,1,23-10-1987,25,6,0,,N
AMR-46745671,Active,7/11/2003,1/13/2006,Elite,HN9000,Retail/others,Indirect,LiveBridge Communications LLC,HNS Customers,Russell,ADAMS,26186 FIELDVIEW 673 DR 0 0,REMLAP, AL,35133,Russell.ADAMS@geeksquad.com,,SM5-VER-7K,Broadband Remote,0,Dealer-Generated Sale,1,17-7-1989,23,6,1,0,
AMR-46749391,Active,3/16/2002,4/29/2005,Power150,DW6000,Retail/others,Indirect,RS&I,HNS Customers,Jamesa,Rempel,2829 RIVER RIDGE LN 0 0,RADNOR, OH,43066,James.Rempel@sipnsearch.com,,G17-HOR-6K,Spaceway,0,HN9000 Upgrade,1,17-8-1953,59,0,1,1,
AMR-46758427,Active,6/7/2003,9/13/2006,Home,HN9000,,Indirect,ACS,HNS Customers,Andya,Hart,1282 1 RD 0 0 0,HANCOCK, MD,21750,Andy.Hart@sipnsearch.com,GOOD,SM5-VER-15K,Spaceway,0,Retail       ,1,7-7-1962,50,0,1,0,N
AMR-46760500,Active,4/1/2002,11/17/2005,Power150,DW4020,Web orders,Indirect,AmericanSat,HNS Customers,Johna,Mezick,60 BOX 8238 0 0 0,LA JOYA, CA,92037,John.Mezick@hughes.net,GOOD,G17-HOR-6K,Broadband Remote,0,Dealer-Generated Sale,1,6-5-1989,23,6,1,1,
AMR-46763711,Active,12/7/2001,1/20/2005,Home,HN9000,Retail/others,Direct,LiveBridge Communications LLC,HNS Customers,Erling,Menuet,4388 SHANNY RIDGE PIKE 0 0,EDGEWOOD, TX,75117,Erling.Menuet@aol.com,BAD,AM9-VER-2K ,Broadband Remote,0,Direct,1,17-12-1977,35,7,0,0,
AMR-46764104,Active,4/13/2002,4/15/2004,Basic,,,Indirect,0,HNS Customers,William,Olariu,85000 HIGHWAY PARK RD 0 0,JEWETT, TX,75846,William.Olariu@wexzone.com,GOOD,SPACEWAY3,Broadband Remote,0,Retail       ,,25-11-1954,58,3,0,,
AMR-46770808,Active,2/19/2002,12/2/2003,Power150,DW4020,Call Center,Indirect,TAG,HNS Customers,Michael,Gero,123 JOHN 325 RD RD 0,WELLSBURG, IA,50680,Michael.Gero@sipnsearch.com,GOOD,AM6-HOR-21K,Spaceway,0,HN9000 Upgrade,2,26-5-1973,39,0,0,0,N
AMR-46771424,Active,3/4/2002,7/13/2004,Basic,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Neal,Wicker,PO QUARRY ROAD 0 0 0,GRAND LAKE, CO,80447,Neal.Wicker@aol.com,BAD,HZN2-VER-4K,Spaceway,0,HN7000 Upgrade,1,3-4-1978,34,0,0,0,N
AMR-46777190,Active,4/8/2002,1/24/2004,Pro,HN7000S,Retail/others,Indirect,NCC,HNS Customers,Jason,Gilleece,659 UNDER 292ND RD 0 0,SUGAR GROVE, OH,43155,Jason.Gilleece@gmail.com,,G16-VER-15K,Broadband Remote,0,Direct,1,27-1-1970,42,0,0,0,N
AMR-46778489,Active,8/4/2001,4/16/2004,Home,HN7000S,Vars,Direct,TAG,HNS Customers,JUDYa,Arnn,56 SPADE RD LINE 0 0,FLORISSANT, CO,80816,JUDY.Arnn@gmail.com,GOOD,0,Spaceway,0,Direct,1,26-10-1965,47,4,1,0,
AMR-46784655,Active,10/18/2001,8/17/2003,Pro,HN9000,,Direct,ACS,HNS Customers,Bruce,Tenney,1159 RIVERWOOD LN,STUART, OK,74570,btenney@orenco.com,,SPACEWAY3,Spaceway,,HN9000 Upgrade,2,1-1-1962,50,3,2,0,N
AMR-46790447,Active,1/5/2002,6/26/2003,Elite,HN7000S,Sales Agents,Indirect,TAG,HNS Customers,Joe,Domenico,RR ALEGRE CREEK 0 0 0,PARIS, IL,61944,Joe.Domenico@wexzone.com,GOOD,SM5-VER-7K,Broadband Remote,0,Classic Migration,1,25-7-1980,32,7,1,1,N
AMR-46795319,Active,11/7/2001,4/16/2005,Power150,DW7000,Retail/others,Indirect,,HNS Customers,Mary,Catlin,403 P.R. VERDE UNIT 0 0,LEMPSTER, NH,3605,Mary.Catlin@yahoo.com,,G17-HOR-2K,Broadband Remote,EXPRESS REPAIR BASIC,HN7000 Upgrade,2,17-12-1967,45,6,0,0,
AMR-46796165,Active,4/12/2002,11/7/2005,Elite,HN7000S,,Direct,RS&I,HNS Customers,Larry,Carr,367 WOLFSVILLE ST RD 0 0,CARROLL, OH,43112,Larry.Carr@sipnsearch.com,,G17-HOR-6K,Broadband Remote,0,HN9000 Upgrade,1,22-7-1955,57,9,0,0,
AMR-46797629,Active,1/20/2002,9/6/2004,,HN9000,,Indirect,Best Buy,HNS Customers,Carola,Kiley,2139 KNOX HIGHWAY 16,CARMEL, NY,10512,collinsons@hughes.net,GOOD,SPACEWAY3,Spaceway,,Retail,,28-1-1958,54,4,0,0,N
AMR-46803026,Active,12/27/2001,7/2/2003,Basic,DW6000,Vars,Direct,ACS,HNS Customers,Vicki,Rhodes,723 BIRDS 137TH 0 0 0,WARRENTON, GA,30828,Vicki.Rhodes@rossaweb.net,,SPACEWAY3,Broadband Remote,0,HN9000 Upgrade,2,12-4-1983,29,0,0,0,N
AMR-46807531,Active,4/11/2002,11/23/2005,Elite,HN7000S,Call Center,Indirect,ACS,HNS Customers,BRIAN,Kepley,#REF!,PERRINTON, MI,48871,BRIAN.Kepley@geeksquad.com,GOOD,SPACEWAY3,Broadband Remote,0,Dealer-Generated Sale,,10-3-1975,37,6,1,0,
AMR-46807844,Active,2/4/2002,5/9/2005,Basic_Ltd,HN7000S,Retail/others,Indirect,Hughes Web Order,HNS Customers,Paul,Ingrao,6722 RIDENOUR ROAD 0 0 0,OKLAHOMA CITY, OK,73165,Paul.Ingrao@wexzone.com,BAD,SM5-HOR-14K,Broadband Remote,0,DW6000 Upgrade,1,13-5-1975,37,5,0,0,N
AMR-46809977,Active,12/27/2001,1/21/2005,Proplus,HN7000S,,Indirect,AmericanSat,HNS Customers,Dwight,Avery,9535 W DR 0 0 0,SANTA MARIA, CA,93454,Dwight.Avery@rossaweb.net,,G17-HOR-6K,Broadband Remote,0,DW7000 Upgrade,1,6-7-1965,47,0,1,0,N
AMR-46810529,Active,3/5/2002,12/17/2003,Pro,HN7000S,,Indirect,InfoDish,HNS Customers,Katharine,Christopher,494 CHESTER CEDARS 0 0 0,ROUND MOUNTAIN, NV,89045,Katharine.Christopher@gmail.com,BAD,SM5-VER-15K,Broadband Remote,0,DW7000 Upgrade,1,18-7-1975,37,6,0,,Y
AMR-46811229,Active,10/2/2001,6/30/2005,,HN7000S,Sales Agents,#REF!,LiveBridge Communications LLC,HNS Customers,William,Ortiz,3940 JAMES 963 RD 0 0,ALPINE, CA,91901,William.Ortiz@wexzone.com,BAD,SM5-VER-15K,Broadband Remote,0,Direct,1,14-2-1969,43,C,1,0,N
AMR-46811587,Active,7/14/2001,10/11/2003,Basic,HN7000S,,Indirect,Perfect 10,HNS Customers,Clydea,Tillman,663 HAWTHORNE BARBOUR 38A 0 0,CANOVANAS, PR, ,Clyde.Tillman@rossaweb.net,,,Broadband Remote,0,Direct,2,14-11-1979,33,5,1,1,N
AMR-46813422,Active,10/30/2001,10/9/2005,Home,,Vars,Direct,0,HNS Customers,Pascal,Irvin,34870 READING RD 0 0 0,JOSHUA, TX,76058,Pascal.Irvin@hughes.net,GOOD,SM5-VER-15K,Broadband Remote,0,Retail,2,8-6-1946,66,8,0,,
AMR-46813979,Active,10/31/2001,2/22/2004,Basic_Ltd,DW6000,,Direct,UNKNOWN,HNS Customers,Daryl,Davis,287 STATE GUINEA 0 0 0,TENN COLONY, TX,75861,Daryl.Davis@yahoo.com,,0,Broadband Remote,0,Direct,2,18-9-1971,41,2,1,0,N
AMR-46831607,Active,10/22/2001,6/15/2005,,HN9000,Call Center,Indirect,RS&I,HNS Customers,Teresa,Lau,3514 S BOX STE 0 0,HOOSICK FALLS, NY,12090,Teresa.Lau@compuserve.com,GOOD,HZN2-VER-8K,Broadband Remote,0,Retail       ,1,8-1-1941,71,0,0,,
AMR-46840925,Active,2/12/2002,10/20/2003,Pro,HN9000,,Indirect,RS&I,HNS Customers,Wayne,Church,16315 SHELLER ROAD 0 0 0,ONTARIO, NY,14519,Wayne.Church@yahoo.com,,G17-HOR-6K,Broadband Remote,0,HN7000 Upgrade,2,14-1-1970,42,7,1,1,
AMR-46845104,Active,8/4/2001,3/3/2003,Basic_Ltd,,,Indirect,Perfect 10,HNS Customers,Sally,Hart,404 CADLE LN 0 0 0,BENTON, AR,72015,Sally.Hart@wexzone.com,GOOD,G16-VER-1K,Broadband Remote,0,Direct,1,12-11-1985,27,0,0,,N
AMR-46849663,Active,2/5/2002,2/29/2004,Pro,UNK,,Indirect,TAG,HNS Customers,John,CORA,5220 SEA 1700 RD 0 0,MORGANTON, NC,28655,John.CORA@yahoo.com,GOOD,SPACEWAY3,Broadband Remote,0,Direct,,14-4-1948,64,1,0,,
AMR-46857677,Active,4/4/2002,2/22/2005,Home,HN9000,Web orders,Indirect,AmericanSat,HNS Customers,Gilbert,Wells,9019 POINT ROAD 0 0 0,WEST BERLIN, NJ,8091,Gilbert.Wells@wexzone.com,GOOD,0,Spaceway,0,Retail,1,25-10-1979,33,6,1,1,N
AMR-46862780,Active,8/6/2003,2/16/2005,Proplus,DW4020,Web orders,Direct,LiveBridge Communications LLC,HNS Customers,Ronald,Cox,606 KELLOGG MILL RD,BIG SPRING, TX,79720,bikegod@hughes.net,BAD,G16-VER-15K,Broadband Remote,,Direct,1,10-1-1966,46,7,1,1,Y
AMR-46864354,Active,2/21/2002,4/25/2004,Elite,HN7000S,Retail/others,Indirect,TAG,HNS Customers,TIMa,LAUGHING,1264 PROGRESS RD 0 0 0,JACKSON, MS,39209,TIM.LAUGHING@hotmail.com,GOOD,G17-HOR-2K,Broadband Remote,0,National Sales,1,8-9-1971,41,6,0,0,Y
